TOURNAMENT,TEAM_0_NAME,TEAM_0_HEROES,TEAM_0_SIDE,TEAM_0_WIN,TEAM_1_NAME,TEAM_1_HEROES,TEAM_1_SIDE,TEAM_1_WIN
China Dota2 Pro Cup Season 1,Royal Never Give Up,"['Lifestealer', 'Zeus', 'Night Stalker', 'Clockwerk', 'Enchantress']",dire,0,PSG.LGD,"['Morphling', 'Tiny', 'Slardar', 'Elder Titan', 'Skywrath Mage']",radiant,1
China Dota2 Pro Cup Season 1,PSG.LGD,"['Monkey King', 'Zeus', 'Bloodseeker', 'Tusk', 'Treant Protector']",dire,1,Royal Never Give Up,"['Phantom Lancer', 'Brewmaster', 'Doom', 'Mirana', 'Sven']",radiant,0
China Dota2 Pro Cup Season 1,Vici Gaming,"['Juggernaut', 'Pugna', 'Magnus', 'Witch Doctor', 'Bloodseeker']",dire,0,PSG.LGD,"['Monkey King', 'Batrider', 'Necrophos', 'Skywrath Mage', 'Clockwerk']",radiant,1
China Dota2 Pro Cup Season 1,PSG.LGD,"['Anti-Mage', 'Puck', 'Undying', 'Rubick', 'Tiny']",dire,1,Vici Gaming,"['Faceless Void', 'Void Spirit', 'Phoenix', 'Nyx Assassin', 'Witch Doctor']",radiant,0
China Dota2 Pro Cup Season 1,Phoenix Gaming,"['Drow Ranger', 'Mars', 'Phoenix', 'Mirana', 'Nyx Assassin']",dire,1,Royal Never Give Up,"['Bloodseeker', 'Morphling', 'Underlord', 'Earthshaker', 'Snapfire']",radiant,0
China Dota2 Pro Cup Season 1,Phoenix Gaming,"['Terrorblade', 'Zeus', 'Bloodseeker', 'Clockwerk', 'Crystal Maiden']",dire,0,Royal Never Give Up,"['Morphling', 'Storm Spirit', 'Tidehunter', 'Tiny', 'Ancient Apparition']",radiant,1
China Dota2 Pro Cup Season 1,Royal Never Give Up,"['Troll Warlord', 'Templar Assassin', 'Mars', 'Elder Titan', 'Phoenix']",dire,0,Phoenix Gaming,"['Anti-Mage', 'Void Spirit', 'Razor', 'Mirana', 'Witch Doctor']",radiant,1
China Dota2 Pro Cup Season 1,LBZS,"['Phantom Assassin', 'Void Spirit', 'Phoenix', 'Earth Spirit', 'Grimstroke']",dire,0,EHOME,"['Drow Ranger', 'Viper', 'Undying', 'Mirana', 'Vengeful Spirit']",radiant,1
China Dota2 Pro Cup Season 1,LBZS,"['Gyrocopter', 'Ember Spirit', 'Sand King', 'Rubick', 'Io']",dire,0,EHOME,"['Morphling', 'Mars', 'Razor', 'Tiny', 'Ogre Magi']",radiant,1
China Dota2 Pro Cup Season 1,Phoenix Gaming,"['Faceless Void', 'Windranger', 'Night Stalker', 'Clockwerk', 'Zeus']",dire,1,EHOME,"['Morphling', 'Viper', 'Mars', 'Tiny', 'Oracle']",radiant,0
China Dota2 Pro Cup Season 1,Phoenix Gaming,"['Drow Ranger', 'Tiny', 'Mars', 'Mirana', 'Undying']",dire,0,EHOME,"['Phantom Lancer', 'Pugna', 'Vengeful Spirit', 'Skywrath Mage', 'Clockwerk']",radiant,1
China Dota2 Pro Cup Season 1,Phoenix Gaming,"['Lifestealer', 'Viper', 'Mars', 'Rubick', 'Phoenix']",dire,0,EHOME,"['Faceless Void', 'Lina', 'Underlord', 'Mirana', 'Ogre Magi']",radiant,1
China Dota2 Pro Cup Season 1,EHOME,"['Anti-Mage', 'Batrider', 'Pangolier', 'Mirana', 'Undying']",dire,1,Vici Gaming,"['Terrorblade', 'Zeus', 'Mars', 'Phoenix', 'Bane']",radiant,0
China Dota2 Pro Cup Season 1,EHOME,"['Terrorblade', 'Zeus', 'Night Stalker', 'Rubick', 'Clockwerk']",dire,1,Vici Gaming,"['Spectre', 'Storm Spirit', 'Doom', 'Mirana', 'Dazzle']",radiant,0
China Dota2 Pro Cup Season 1,EHOME,"['Sven', 'Puck', 'Phoenix', 'Io', 'Clockwerk']",dire,0,PSG.LGD,"['Riki', 'Zeus', 'Timbersaw', 'Tiny', 'Oracle']",radiant,1
China Dota2 Pro Cup Season 1,PSG.LGD,"['Phantom Assassin', 'Visage', 'Magnus', 'Snapfire', 'Faceless Void']",dire,1,EHOME,"['Alchemist', 'Zeus', 'Beastmaster', 'Rubick', 'Clockwerk']",radiant,0
China Dota2 Pro Cup Season 1,PSG.LGD,"['Monkey King', 'Pugna', 'Magnus', 'Ogre Magi', 'Bloodseeker']",dire,1,EHOME,"['Faceless Void', 'Ember Spirit', 'Doom', 'Skywrath Mage', 'Lich']",radiant,0
ESL One Germany 2020,Team Secret,"['Chaos Knight', 'Storm Spirit', 'Spectre', 'Skywrath Mage', 'Pugna']",dire,0,Nigma Galaxy,"['Faceless Void', 'Tiny', 'Magnus', 'Snapfire', 'Rubick']",radiant,1
ESL One Germany 2020,Nigma Galaxy,"['Spectre', 'Kunkka', 'Mars', 'Phoenix', 'Warlock']",dire,0,Team Secret,"['Alchemist', 'Lina', 'Magnus', 'Rubick', 'Snapfire']",radiant,1
ESL One Germany 2020,Team Secret,"['Phantom Assassin', 'Mars', 'Pugna', 'Rubick', 'Io']",dire,1,Nigma Galaxy,"['Sven', 'Batrider', 'Sand King', 'Snapfire', 'Shadow Demon']",radiant,0
ESL One Germany 2020,Team Liquid,"['Troll Warlord', 'Invoker', 'Pangolier', 'Shadow Demon', 'Void Spirit']",dire,0,mudgolems,"['Spectre', 'Storm Spirit', 'Doom', 'Rubick', 'Oracle']",radiant,1
ESL One Germany 2020,Team Liquid,"['Morphling', 'Void Spirit', 'Dragon Knight', 'Rubick', 'Chen']",dire,1,mudgolems,"['Spectre', 'Lina', 'Doom', 'Earth Spirit', 'Oracle']",radiant,0
ESL One Germany 2020,mudgolems,"['Spectre', 'Ember Spirit', 'Legion Commander', 'Io', 'Undying']",dire,1,Team Liquid,"['Lycan', 'Night Stalker', 'Snapfire', 'Earth Spirit', 'Rubick']",radiant,0
ESL One Germany 2020,OG,"['Faceless Void', 'Tusk', 'Ogre Magi', 'Riki', 'Mirana']",dire,0,Natus Vincere,"['Lifestealer', 'Lina', 'Doom', 'Disruptor', 'Mars']",radiant,1
ESL One Germany 2020,OG,"['Morphling', 'Monkey King', 'Spirit Breaker', 'Elder Titan', 'Clockwerk']",dire,1,Natus Vincere,"['Lifestealer', 'Puck', ""Nature's Prophet"", 'Dark Willow', 'Vengeful Spirit']",radiant,0
ESL One Germany 2020,OG,"['Lifestealer', 'Zeus', 'Underlord', 'Tusk', ""Nature's Prophet""]",dire,0,Natus Vincere,"['Spectre', 'Lina', 'Slardar', 'Jakiro', 'Doom']",radiant,1
ESL One Germany 2020,Vikin.gg,"['Bloodseeker', 'Lina', 'Faceless Void', 'Io', 'Rubick']",dire,1,Alliance,"['Drow Ranger', 'Dragon Knight', 'Venomancer', 'Earthshaker', 'Oracle']",radiant,0
ESL One Germany 2020,Alliance,"['Juggernaut', 'Luna', 'Magnus', 'Pugna', 'Witch Doctor']",dire,0,Vikin.gg,"['Bloodseeker', 'Void Spirit', 'Lifestealer', 'Chen', 'Lina']",radiant,1
ESL One Germany 2020,Team Secret,"['Drow Ranger', 'Tusk', 'Necrophos', 'Chen', 'Enigma']",dire,0,mudgolems,"['Chaos Knight', 'Mars', 'Lifestealer', 'Io', 'Undying']",radiant,1
ESL One Germany 2020,mudgolems,"['Sven', 'Lina', 'Tidehunter', 'Io', 'Undying']",dire,1,Team Secret,"['Phantom Assassin', 'Timbersaw', 'Earthshaker', 'Snapfire', 'Lich']",radiant,0
ESL One Germany 2020,Natus Vincere,"['Phantom Assassin', 'Ember Spirit', 'Beastmaster', 'Phoenix', 'Lina']",dire,1,Vikin.gg,"['Spectre', 'Storm Spirit', 'Elder Titan', 'Rubick', 'Io']",radiant,0
ESL One Germany 2020,Vikin.gg,"['Lifestealer', 'Ember Spirit', 'Mars', 'Mirana', 'Chen']",dire,0,Natus Vincere,"['Drow Ranger', 'Dragon Knight', 'Death Prophet', 'Tusk', 'Vengeful Spirit']",radiant,1
ESL One Germany 2020,Natus Vincere,"['Lifestealer', 'Batrider', 'Phoenix', 'Tiny', 'Tusk']",dire,1,mudgolems,"['Drow Ranger', ""Nature's Prophet"", 'Abaddon', 'Mirana', 'Undying']",radiant,0
ESL One Germany 2020,Natus Vincere,"['Spectre', 'Ember Spirit', 'Pangolier', 'Disruptor', 'Lina']",dire,1,mudgolems,"['Sven', 'Storm Spirit', 'Beastmaster', 'Phoenix', 'Snapfire']",radiant,0
ESL One Germany 2020,Team Liquid,"['Morphling', 'Visage', 'Axe', 'Phoenix', 'Oracle']",dire,0,Nigma Galaxy,"['Faceless Void', 'Lina', 'Clockwerk', 'Snapfire', 'Zeus']",radiant,1
ESL One Germany 2020,Team Liquid,"['Spectre', 'Storm Spirit', 'Mars', 'Earth Spirit', 'Rubick']",dire,1,Nigma Galaxy,"['Phantom Assassin', 'Keeper of the Light', 'Necrophos', 'Witch Doctor', 'Magnus']",radiant,0
ESL One Germany 2020,Nigma Galaxy,"['Sven', 'Night Stalker', 'Magnus', 'Clockwerk', 'Phoenix']",dire,0,Team Liquid,"['Lone Druid', 'Crystal Maiden', 'Slardar', 'Snapfire', 'Earth Spirit']",radiant,1
ESL One Germany 2020,OG,"['Riki', 'Earth Spirit', 'Vengeful Spirit', 'Elder Titan', 'Ogre Magi']",dire,0,Alliance,"['Faceless Void', 'Tiny', 'Doom', 'Snapfire', ""Nature's Prophet""]",radiant,1
ESL One Germany 2020,OG,"['Ember Spirit', 'Skywrath Mage', 'Centaur Warrunner', 'Elder Titan', 'Crystal Maiden']",dire,0,Alliance,"['Phantom Assassin', 'Tusk', 'Underlord', 'Snapfire', ""Nature's Prophet""]",radiant,1
ESL One Germany 2020,Vikin.gg,"['Lifestealer', 'Storm Spirit', 'Underlord', 'Io', 'Undying']",dire,0,Team Liquid,"['Spectre', 'Death Prophet', 'Slardar', 'Dark Willow', 'Oracle']",radiant,1
ESL One Germany 2020,Vikin.gg,"['Lifestealer', 'Zeus', 'Mars', 'Rubick', 'Undying']",dire,0,Team Liquid,"['Sven', 'Batrider', 'Slardar', 'Io', 'Oracle']",radiant,1
ESL One Germany 2020,Alliance,"['Spectre', 'Storm Spirit', 'Viper', 'Earthshaker', 'Chen']",dire,0,Team Secret,"['Alchemist', 'Pangolier', 'Magnus', 'Snapfire', 'Undying']",radiant,1
ESL One Germany 2020,Alliance,"['Lifestealer', 'Timbersaw', 'Beastmaster', 'Rubick', 'Jakiro']",dire,0,Team Secret,"['Terrorblade', 'Mars', 'Magnus', 'Skywrath Mage', 'Enchantress']",radiant,1
ESL One Germany 2020,Team Liquid,"['Phantom Assassin', 'Huskar', 'Enigma', 'Oracle', 'Void Spirit']",dire,1,Team Secret,"['Lifestealer', 'Tiny', 'Dragon Knight', 'Rubick', 'Io']",radiant,0
ESL One Germany 2020,Team Liquid,"['Spectre', 'Storm Spirit', 'Timbersaw', 'Earthshaker', 'Oracle']",dire,1,Team Secret,"['Bloodseeker', 'Ember Spirit', 'Lifestealer', 'Undying', 'Lina']",radiant,0
ESL One Germany 2020,Team Liquid,"['Juggernaut', 'Visage', 'Timbersaw', 'Rubick', 'Earth Spirit']",dire,1,mudgolems,"['Lifestealer', 'Void Spirit', 'Storm Spirit', 'Tiny', 'Oracle']",radiant,0
ESL One Germany 2020,mudgolems,"['Bristleback', 'Lina', 'Tidehunter', 'Rubick', 'Spectre']",dire,0,Team Liquid,"['Phantom Assassin', 'Invoker', 'Death Prophet', 'Earth Spirit', 'Oracle']",radiant,1
ESL One Germany 2020,Team Liquid,"['Faceless Void', 'Viper', 'Slardar', 'Io', 'Rubick']",dire,1,Natus Vincere,"['Spectre', 'Batrider', 'Dragon Knight', 'Clockwerk', 'Phoenix']",radiant,0
ESL One Germany 2020,Team Liquid,"['Sven', 'Storm Spirit', 'Enigma', 'Tusk', 'Oracle']",dire,1,Natus Vincere,"['Drow Ranger', 'Tiny', 'Beastmaster', 'Phoenix', 'Vengeful Spirit']",radiant,0
ESL One Germany 2020,Team Liquid,"['Spectre', 'Batrider', 'Death Prophet', 'Io', 'Rubick']",dire,0,Natus Vincere,"['Lifestealer', 'Mars', ""Nature's Prophet"", 'Phoenix', 'Disruptor']",radiant,1
ESL One Germany 2020,Team Liquid,"['Juggernaut', 'Storm Spirit', 'Legion Commander', 'Earth Spirit', 'Grimstroke']",dire,1,Natus Vincere,"['Anti-Mage', 'Tiny', 'Slardar', 'Io', 'Disruptor']",radiant,0
ESL One Germany 2020,Ninjas in Pyjamas,"['Lifestealer', 'Void Spirit', 'Magnus', 'Tiny', 'Warlock']",dire,1,5men,"['Gyrocopter', 'Lina', 'Timbersaw', 'Spirit Breaker', 'Io']",radiant,0
ESL One Germany 2020,Ninjas in Pyjamas,"['Lifestealer', 'Void Spirit', 'Beastmaster', 'Phoenix', 'Witch Doctor']",dire,1,5men,"['Weaver', 'Windranger', 'Slardar', 'Undying', 'Drow Ranger']",radiant,0
ESL One Germany 2020,Team Secret,"['Bloodseeker', 'Outworld Devourer', 'Ember Spirit', 'Vengeful Spirit', 'Drow Ranger']",dire,1,TEMPO,"['Morphling', 'Void Spirit', 'Underlord', 'Grimstroke', 'Undying']",radiant,0
ESL One Germany 2020,Team Secret,"['Bloodseeker', 'Lycan', ""Nature's Prophet"", 'Clockwerk', 'Vengeful Spirit']",dire,1,TEMPO,"['Drow Ranger', 'Zeus', 'Sand King', 'Snapfire', 'Undying']",radiant,0
ESL One Germany 2020,Vikin.gg,"['Chaos Knight', 'Queen of Pain', 'Faceless Void', 'Snapfire', 'Io']",dire,0,HellRaisers,"['Lifestealer', 'Lina', 'Slardar', 'Pugna', 'Witch Doctor']",radiant,1
ESL One Germany 2020,HellRaisers,"['Alchemist', 'Monkey King', 'Beastmaster', 'Rubick', 'Magnus']",dire,0,Vikin.gg,"['Bloodseeker', 'Invoker', 'Faceless Void', 'Snapfire', 'Lina']",radiant,1
ESL One Germany 2020,Vikin.gg,"['Chaos Knight', 'Shadow Fiend', 'Slardar', 'Chen', 'Lina']",dire,1,HellRaisers,"['Terrorblade', 'Tiny', 'Doom', 'Witch Doctor', 'Bloodseeker']",radiant,0
ESL One Germany 2020,Team Liquid,"['Bristleback', 'Storm Spirit', 'Chaos Knight', 'Rubick', 'Phoenix']",dire,1,mudgolems,"['Sven', 'Invoker', 'Visage', 'Enchantress', 'Lina']",radiant,0
ESL One Germany 2020,Team Liquid,"['Phantom Assassin', 'Lina', 'Slardar', 'Elder Titan', 'Rubick']",dire,1,mudgolems,"['Terrorblade', 'Ember Spirit', 'Dark Seer', 'Earth Spirit', 'Snapfire']",radiant,0
ESL One Germany 2020,OG,"['Spectre', 'Pugna', 'Abaddon', 'Clockwerk', 'Elder Titan']",dire,1,Winstrike,"['Riki', 'Beastmaster', 'Magnus', 'Phoenix', 'Witch Doctor']",radiant,0
ESL One Germany 2020,OG,"['Luna', 'Tusk', 'Enigma', 'Io', 'Pangolier']",dire,1,Winstrike,"['Juggernaut', 'Shadow Demon', 'Magnus', 'Ancient Apparition', 'Bloodseeker']",radiant,0
ESL One Germany 2020,Alliance,"['Bloodseeker', 'Timbersaw', 'Faceless Void', 'Earth Spirit', 'Rubick']",dire,1,EXTREMUM,"['Medusa', 'Kunkka', 'Vengeful Spirit', 'Snapfire', 'Clockwerk']",radiant,0
ESL One Germany 2020,Alliance,"['Drow Ranger', 'Ember Spirit', 'Sand King', 'Rubick', 'Abaddon']",dire,1,EXTREMUM,"['Chaos Knight', 'Lina', 'Magnus', 'Grimstroke', 'Windranger']",radiant,0
ESL One Germany 2020,Nigma Galaxy,"['Meepo', 'Void Spirit', ""Nature's Prophet"", 'Tiny', 'Chen']",dire,0,Yellow Submarine,"['Faceless Void', 'Kunkka', 'Centaur Warrunner', 'Enchantress', 'Lina']",radiant,1
ESL One Germany 2020,Nigma Galaxy,"['Phantom Lancer', 'Void Spirit', 'Earthshaker', 'Mirana', 'Oracle']",dire,0,Yellow Submarine,"['Faceless Void', 'Invoker', 'Mars', 'Dark Willow', 'Enchantress']",radiant,1
ESL One Germany 2020,Cyber Legacy,"['Sven', 'Night Stalker', 'Death Prophet', 'Clockwerk', 'Grimstroke']",dire,0,Natus Vincere,"['Terrorblade', 'Mars', 'Doom', 'Dark Willow', 'Oracle']",radiant,1
ESL One Germany 2020,Natus Vincere,"['Anti-Mage', 'Mars', 'Phoenix', 'Dark Willow', 'Pugna']",dire,1,Cyber Legacy,"['Terrorblade', 'Tiny', 'Legion Commander', 'Snapfire', 'Undying']",radiant,0
ESL One Germany 2020,Cyber Legacy,"['Juggernaut', 'Beastmaster', 'Viper', 'Snapfire', 'Tiny']",dire,0,mudgolems,"['Spectre', 'Windranger', 'Void Spirit', 'Rubick', 'Phoenix']",radiant,1
ESL One Germany 2020,Cyber Legacy,"['Bloodseeker', 'Kunkka', 'Drow Ranger', 'Rubick', 'Vengeful Spirit']",dire,0,mudgolems,"['Faceless Void', 'Brewmaster', ""Nature's Prophet"", 'Shadow Demon', 'Witch Doctor']",radiant,1
ESL One Germany 2020,TEMPO,"['Troll Warlord', 'Kunkka', 'Magnus', 'Mirana', 'Vengeful Spirit']",dire,0,Nigma Galaxy,"['Faceless Void', 'Zeus', 'Sand King', 'Rubick', 'Disruptor']",radiant,1
ESL One Germany 2020,Nigma Galaxy,"['Faceless Void', 'Timbersaw', 'Viper', 'Rubick', 'Winter Wyvern']",dire,1,TEMPO,"['Morphling', 'Ember Spirit', 'Slardar', 'Oracle', 'Magnus']",radiant,0
ESL One Germany 2020,5men,"['Faceless Void', 'Zeus', ""Nature's Prophet"", 'Witch Doctor', 'Axe']",dire,1,EXTREMUM,"['Drow Ranger', 'Kunkka', 'Magnus', 'Pugna', 'Enchantress']",radiant,0
ESL One Germany 2020,EXTREMUM,"['Drow Ranger', 'Queen of Pain', 'Void Spirit', 'Vengeful Spirit', 'Windranger']",dire,0,5men,"['Faceless Void', 'Mars', ""Nature's Prophet"", 'Phoenix', 'Jakiro']",radiant,1
ESL One Germany 2020,OG,"['Riki', 'Arc Warden', 'Enigma', 'Tusk', 'Treant Protector']",dire,1,Vikin.gg,"['Spectre', 'Invoker', 'Slardar', 'Mirana', 'Chen']",radiant,0
ESL One Germany 2020,Vikin.gg,"['Weaver', 'Shadow Fiend', 'Slardar', 'Snapfire', 'Chen']",dire,0,OG,"['Arc Warden', 'Batrider', 'Treant Protector', 'Tusk', 'Silencer']",radiant,1
ESL One Germany 2020,Team Secret,"['Spectre', 'Mars', 'Clockwerk', 'Riki', 'Pugna']",dire,1,Yellow Submarine,"['Juggernaut', 'Invoker', 'Magnus', 'Enchantress', 'Lina']",radiant,0
ESL One Germany 2020,Team Secret,"['Drow Ranger', 'Templar Assassin', 'Undying', 'Clockwerk', 'Crystal Maiden']",dire,1,Yellow Submarine,"['Lina', 'Arc Warden', 'Mars', 'Enchantress', 'Magnus']",radiant,0
ESL One Germany 2020,Winstrike,"['Sven', 'Storm Spirit', 'Doom', 'Tusk', 'Enchantress']",dire,1,HellRaisers,"['Phantom Assassin', 'Templar Assassin', 'Slardar', 'Witch Doctor', 'Lina']",radiant,0
ESL One Germany 2020,HellRaisers,"['Sven', 'Lina', 'Night Stalker', 'Sand King', 'Beastmaster']",dire,1,Winstrike,"['Faceless Void', 'Templar Assassin', 'Elder Titan', 'Tusk', 'Chen']",radiant,0
ESL One Germany 2020,HellRaisers,"['Spectre', 'Lina', 'Brewmaster', 'Clockwerk', 'Warlock']",dire,0,Winstrike,"['Riki', 'Broodmother', 'Mars', 'Dark Willow', 'Snapfire']",radiant,1
ESL One Germany 2020,Team Liquid,"['Faceless Void', 'Queen of Pain', 'Slardar', 'Earthshaker', 'Ancient Apparition']",dire,0,Natus Vincere,"['Chaos Knight', 'Doom', 'Venomancer', 'Clockwerk', 'Oracle']",radiant,1
ESL One Germany 2020,Natus Vincere,"['Lifestealer', 'Silencer', ""Nature's Prophet"", 'Phoenix', 'Doom']",dire,0,Team Liquid,"['Juggernaut', 'Puck', 'Sand King', 'Oracle', 'Huskar']",radiant,1
ESL One Germany 2020,Natus Vincere,"['Morphling', 'Kunkka', 'Batrider', 'Clockwerk', 'Phoenix']",dire,0,Team Liquid,"['Lone Druid', 'Mars', 'Snapfire', 'Earth Spirit', 'Rubick']",radiant,1
ESL One Germany 2020,Ninjas in Pyjamas,"['Lifestealer', 'Storm Spirit', 'Beastmaster', 'Tiny', 'Vengeful Spirit']",dire,1,Alliance,"['Phantom Assassin', 'Zeus', 'Elder Titan', 'Earth Spirit', 'Oracle']",radiant,0
ESL One Germany 2020,Ninjas in Pyjamas,"['Luna', 'Void Spirit', 'Bounty Hunter', 'Clockwerk', 'Crystal Maiden']",dire,0,Alliance,"['Weaver', 'Mars', 'Underlord', 'Rubick', 'Witch Doctor']",radiant,1
ESL One Germany 2020,Ninjas in Pyjamas,"['Riki', 'Timbersaw', ""Nature's Prophet"", 'Clockwerk', 'Undying']",dire,0,Alliance,"['Troll Warlord', 'Mars', 'Necrophos', 'Rubick', 'Warlock']",radiant,1
ESL One Germany 2020,EXTREMUM,"['Troll Warlord', 'Void Spirit', 'Pangolier', 'Snapfire', 'Enigma']",dire,1,Cyber Legacy,"['Terrorblade', 'Silencer', 'Pugna', 'Tiny', 'Oracle']",radiant,0
ESL One Germany 2020,Cyber Legacy,"['Terrorblade', 'Timbersaw', 'Doom', 'Tiny', 'Phoenix']",dire,1,EXTREMUM,"['Troll Warlord', 'Pugna', 'Magnus', 'Clockwerk', 'Enchantress']",radiant,0
ESL One Germany 2020,Cyber Legacy,"['Drow Ranger', 'Batrider', 'Doom', 'Clockwerk', 'Phoenix']",dire,1,EXTREMUM,"['Medusa', 'Queen of Pain', 'Void Spirit', 'Skywrath Mage', 'Enchantress']",radiant,0
ESL One Germany 2020,Nigma Galaxy,"['Chaos Knight', 'Batrider', 'Dark Seer', 'Phoenix', 'Magnus']",dire,0,mudgolems,"['Bloodseeker', 'Storm Spirit', 'Undying', 'Rubick', 'Drow Ranger']",radiant,1
ESL One Germany 2020,Nigma Galaxy,"['Morphling', 'Mars', ""Nature's Prophet"", 'Phoenix', 'Disruptor']",dire,0,mudgolems,"['Juggernaut', 'Ember Spirit', 'Void Spirit', 'Shadow Demon', 'Snapfire']",radiant,1
ESL One Germany 2020,HellRaisers,"['Phantom Assassin', 'Night Stalker', 'Mars', 'Mirana', 'Witch Doctor']",dire,1,TEMPO,"['Drow Ranger', 'Zeus', 'Underlord', 'Treant Protector', 'Enchantress']",radiant,0
ESL One Germany 2020,HellRaisers,"['Spectre', 'Dragon Knight', 'Venomancer', 'Tusk', 'Oracle']",dire,0,TEMPO,"['Faceless Void', 'Invoker', 'Centaur Warrunner', 'Dark Willow', 'Enchantress']",radiant,1
ESL One Germany 2020,HellRaisers,"['Monkey King', 'Dark Willow', 'Magnus', 'Enchantress', 'Doom']",dire,1,TEMPO,"['Terrorblade', 'Death Prophet', 'Centaur Warrunner', 'Mirana', 'Treant Protector']",radiant,0
ESL One Germany 2020,Ninjas in Pyjamas,"['Ursa', 'Lina', 'Enigma', 'Tiny', 'Io']",dire,1,Yellow Submarine,"['Morphling', 'Zeus', 'Mars', 'Phoenix', 'Witch Doctor']",radiant,0
ESL One Germany 2020,Yellow Submarine,"['Spectre', 'Windranger', 'Beastmaster', 'Phoenix', 'Disruptor']",dire,1,Ninjas in Pyjamas,"['Chaos Knight', 'Viper', 'Elder Titan', 'Tiny', 'Io']",radiant,0
ESL One Germany 2020,Yellow Submarine,"['Anti-Mage', 'Void Spirit', 'Mars', 'Phoenix', 'Disruptor']",dire,1,Ninjas in Pyjamas,"['Terrorblade', 'Brewmaster', 'Underlord', 'Clockwerk', 'Vengeful Spirit']",radiant,0
ESL One Germany 2020,OG,"['Phantom Assassin', 'Lina', 'Magnus', 'Tusk', 'Invoker']",dire,1,Alliance,"['Troll Warlord', 'Puck', 'Underlord', 'Rubick', 'Omniknight']",radiant,0
ESL One Germany 2020,Alliance,"['Morphling', 'Dragon Knight', 'Earthshaker', 'Pugna', 'Oracle']",dire,1,OG,"['Phantom Assassin', 'Invoker', 'Magnus', 'Tusk', 'Silencer']",radiant,0
ESL One Germany 2020,OG,"['Ember Spirit', 'Arc Warden', 'Enigma', 'Rubick', 'Treant Protector']",dire,0,Alliance,"['Faceless Void', 'Zeus', ""Nature's Prophet"", 'Tusk', 'Jakiro']",radiant,1
ESL One Germany 2020,Vikin.gg,"['Medusa', 'Tiny', 'Undying', 'Clockwerk', 'Vengeful Spirit']",dire,0,5men,"['Phantom Lancer', 'Zeus', ""Nature's Prophet"", 'Lion', 'Mars']",radiant,1
ESL One Germany 2020,5men,"['Weaver', 'Death Prophet', 'Slardar', 'Dark Willow', 'Troll Warlord']",dire,0,Vikin.gg,"['Lifestealer', 'Storm Spirit', 'Tidehunter', 'Phoenix', 'Enchantress']",radiant,1
ESL One Germany 2020,5men,"['Phantom Assassin', 'Tiny', 'Magnus', 'Phoenix', 'Mars']",dire,1,Vikin.gg,"['Sven', 'Shadow Fiend', 'Slardar', 'Chen', 'Lina']",radiant,0
ESL One Germany 2020,Winstrike,"['Juggernaut', 'Timbersaw', 'Enigma', 'Enchantress', 'Doom']",dire,0,Natus Vincere,"['Drow Ranger', 'Lina', 'Mars', 'Tusk', 'Phoenix']",radiant,1
ESL One Germany 2020,Winstrike,"['Monkey King', 'Queen of Pain', 'Mars', 'Rubick', 'Enchantress']",dire,0,Natus Vincere,"['Spectre', 'Lina', 'Batrider', 'Dark Willow', 'Phoenix']",radiant,1
ESL One Germany 2020,Team Liquid,"['Gyrocopter', 'Batrider', 'Centaur Warrunner', 'Rubick', 'Io']",dire,0,Team Secret,"['Drow Ranger', 'Invoker', 'Mars', 'Earthshaker', 'Crystal Maiden']",radiant,1
ESL One Germany 2020,Team Secret,"['Drow Ranger', 'Kunkka', 'Timbersaw', 'Ember Spirit', ""Nature's Prophet""]",dire,1,Team Liquid,"['Tiny', 'Storm Spirit', 'Mars', 'Io', 'Earthshaker']",radiant,0
ESL One Germany 2020,Ninjas in Pyjamas,"['Drow Ranger', 'Queen of Pain', 'Doom', 'Clockwerk', 'Crystal Maiden']",dire,1,HellRaisers,"['Monkey King', 'Void Spirit', 'Magnus', 'Tiny', 'Enchantress']",radiant,0
ESL One Germany 2020,Ninjas in Pyjamas,"['Faceless Void', 'Queen of Pain', 'Mars', 'Techies', 'Enchantress']",dire,1,HellRaisers,"['Phantom Assassin', 'Puck', 'Venomancer', 'Magnus', 'Doom']",radiant,0
ESL One Germany 2020,Nigma Galaxy,"['Sven', 'Lina', 'Viper', 'Snapfire', 'Magnus']",dire,1,Winstrike,"['Spectre', 'Storm Spirit', 'Timbersaw', 'Clockwerk', 'Phoenix']",radiant,0
ESL One Germany 2020,Nigma Galaxy,"['Luna', 'Batrider', 'Mars', 'Rubick', 'Vengeful Spirit']",dire,1,Winstrike,"['Phantom Lancer', 'Queen of Pain', 'Doom', 'Tusk', 'Grimstroke']",radiant,0
ESL One Germany 2020,Yellow Submarine,"['Faceless Void', 'Invoker', 'Mars', 'Dark Willow', 'Witch Doctor']",dire,0,OG,"['Morphling', 'Silencer', 'Venomancer', 'Earthshaker', 'Treant Protector']",radiant,1
ESL One Germany 2020,Yellow Submarine,"['Faceless Void', 'Lina', 'Sand King', 'Clockwerk', 'Disruptor']",dire,0,OG,"['Riki', 'Silencer', 'Vengeful Spirit', 'Ogre Magi', 'Treant Protector']",radiant,1
ESL One Germany 2020,Cyber Legacy,"['Drow Ranger', 'Ember Spirit', 'Timbersaw', 'Snapfire', 'Earthshaker']",dire,0,Vikin.gg,"['Faceless Void', 'Tiny', 'Mars', 'Rubick', 'Lich']",radiant,1
